Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
42.141.19,False,False,False,53542,,Asian Art,1942.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, ,"Chinese, 19th century",Unidentified artist, ,          ,          ,,,,19th century,1800,1899,Hanging scroll; ink and color on silk,77 3/4 x 38 in. (197.5 x 96.5 cm),"Rogers Fund, 1942",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53542,,,"Metropolitan Museum of Art, New York, NY",,,
42.150.2,False,False,False,53544,,Asian Art,1942.0,Painting,,China,,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,20th century,1900,1942,Framed painting; color on glass,Framed: 27 1/4 × 20 in. (69.2 × 50.8 cm),"Gift of Mrs. Heyward Cutting, 1942",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53544,,,"Metropolitan Museum of Art, New York, NY",,,
42.150.3,False,False,False,53545,,Asian Art,1942.0,Painting,,China,,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,20th century,1900,1942,Framed painting; color on glass,15 1/4 x 23 in. (38.7 x 58.4 cm),"Gift of Mrs. Heyward Cutting, 1942",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53545,,,"Metropolitan Museum of Art, New York, NY",,,
42.151.2,False,False,False,53546,,Asian Art,1942.0,Fan,,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1736,1795,Paper and cedarwood,12 1/2 x 21 in. (31.8 x 53.3 cm),"Anonymous Gift, 1942",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53546,,,"Metropolitan Museum of Art, New York, NY",,,
42.190.2,False,False,False,53548,,Asian Art,1942.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,19th century,1800,1899,Hanging scroll; ink and color on silk,Image: 50 1/4 × 26 1/2 in. (127.6 × 67.3 cm),"Anonymous Gift, 1942",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53548,,,"Metropolitan Museum of Art, New York, NY",,,
43.157,False,False,True,53549,,Asian Art,1943.0,Album,,China,Qing dynasty (?) (1644–1911),,,,3750,Artist, ,Unidentified artist, ,Chinese,Unidentified artist, ,          ,          ,,,,late 19th century,1867,1899,"Album of twelve leaves; ink and color on pith paper, bound in red damask",8 3/4 x 13 1/8 in. (22.2 x 33.3 cm),"Anonymous Gift, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53549,https://www.wikidata.org/wiki/Q78757600,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
44.103,False,False,False,53550,,Asian Art,1944.0,Painting,,China,Ming (1368–1644) or Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Framed painting; color on canvas,"Image: 71 1/2 x 39 in. (181.6 x 99.1 cm)
","Gift of Julia Ellsworth Ford, 1944",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53550,,,"Metropolitan Museum of Art, New York, NY",,,
44.121,False,False,True,53551,,Asian Art,1944.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,late 18th–early 19th century,1767,1833,Hanging scroll; ink and color on silk,"Image: 71 1/4 × 47 1/2 in. (181 × 120.7 cm)
Overall with mounting: 92 3/8 × 50 3/8 in. (234.6 × 128 cm)
Overall with knobs: 92 3/8 × 54 3/8 in. (234.6 × 138.1 cm)","Gift of Mathias Komor, 1944",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53551,https://www.wikidata.org/wiki/Q78757550,,"Metropolitan Museum of Art, New York, NY",Interiors|Infants|Women,http://vocab.getty.edu/page/aat/300391239|http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q2998430|https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467
44.138,False,False,True,53552,,Asian Art,1944.0,Handscroll,,China,Qing dynasty (1644–1911),,,,375021170,Artist|Artist, |In the style of,Unidentified artist|Yun Shouping," |Chinese, 1633–1690", | ,Unidentified artist|YUN SHOUPING, |Chinese,          |1633      ,          |1690      ,|,|http://vocab.getty.edu/page/ulan/500328444,|https://www.wikidata.org/wiki/Q1329823,probably 18th–19th century,1700,1899,Handscroll; ink and color on silk,11 15/16 x 102 3/8 in. (30.3 x 260 cm),"Anonymous Gift, 1944",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53552,https://www.wikidata.org/wiki/Q78757497,,"Metropolitan Museum of Art, New York, NY",Roses,http://vocab.getty.edu/page/aat/300266246,https://www.wikidata.org/wiki/Q102231
45.97.7,False,False,False,53564,,Asian Art,1945.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,375021145,Artist|Artist, |In the style of,Unidentified artist|Kuncan," |Chinese, 1612–1673", | ,Unidentified artist|Kuncan, |Chinese,          |1612      ,          |1673      ,|,|http://vocab.getty.edu/page/ulan/500320887,|https://www.wikidata.org/wiki/Q3200407,dated 1661,1661,1661,Hanging scroll; ink and color washes on paper,45 1/2 x 13 in. (115.6 x 33 cm),"Gift of Mrs. Henry J. Bernheim, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53564,,,"Metropolitan Museum of Art, New York, NY",,,
45.97.11,False,False,True,53565,,Asian Art,1945.0,Handscroll,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, ,Chinese,Unidentified artist, ,          ,          ,,,,late 19th century,1871,1899,Handscroll; ink and color on silk,9 5/8 x 25 in. (24.4 x 63.5 cm),"Gift of Mrs. Henry J. Bernheim, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53565,https://www.wikidata.org/wiki/Q78757438,,"Metropolitan Museum of Art, New York, NY",Processions|Tents|Men,http://vocab.getty.edu/page/aat/300069290|http://vocab.getty.edu/page/aat/300005694|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q898830|https://www.wikidata.org/wiki/Q170544|https://www.wikidata.org/wiki/Q8441
45.123.1,False,False,False,53566,,Asian Art,1945.0,Hanging scroll,,China,Ming (1368–1644) or Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1368,1911,Hanging scroll; ink and color on silk,50 x 67 1/2 in. (127 x 171.5 cm),"Gift of Mrs. Maurice Casalis, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53566,,,"Metropolitan Museum of Art, New York, NY",,,
45.123.2,False,False,False,53567,,Asian Art,1945.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,1255,Artist,Attributed to,Jiang Feng,Chinese, ,Jiang Feng,Chinese,          ,          ,,,,,1368,1911,Hanging scroll; ink and color on silk,62 3/4 x 38 1/4 in. (159.4 x 97.2 cm),"Gift of Mrs. Maurice Casalis, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53567,,,"Metropolitan Museum of Art, New York, NY",,,
45.123.3,False,False,True,53568,,Asian Art,1945.0,Hanging scroll,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,1255,Artist,Attributed to,Jiang Feng,Chinese, ,Jiang Feng,Chinese,          ,          ,,,,,1368,1911,Hanging scroll; ink and color on silk,"62 3/4 x 38 1/4 in. (159.4 x 97.2cm)
","Gift of Mrs. Maurice Casalis, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53568,https://www.wikidata.org/wiki/Q78757391,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
45.152.3,False,False,False,53569,,Asian Art,1945.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,1255,Artist, ,Wu Tong,"Chinese, active ca. 1834", ,Wu Tong,Chinese,1824      ,1844      ,,,,dated 1834,1834,1834,Hanging scroll; ink and color on paper,17 1/4 x 11 3/4 in. (43.8 x 29.8 cm),"Rogers Fund, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53569,,,"Metropolitan Museum of Art, New York, NY",,,
45.152.4,False,False,False,53570,,Asian Art,1945.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,1255,Artist, ,Wu Tong,"Chinese, active ca. 1834", ,Wu Tong,Chinese,1824      ,1844      ,,,,dated 1834,1834,1834,Hanging scroll; ink and color on paper,17 1/4 x 11 3/4 in. (43.8 x 29.8 cm),"Rogers Fund, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53570,,,"Metropolitan Museum of Art, New York, NY",,,
45.152.2,False,False,False,53571,,Asian Art,1945.0,Hanging scroll,,China,Qing dynasty (1644–1911),,,,1255,Artist, ,Wu Tong,"Chinese, active ca. 1834", ,Wu Tong,Chinese,1824      ,1844      ,,,,dated 1834,1834,1834,Hanging scroll; ink and color washes on paper,17 1/4 x 11 3/4 in. (43.8 x 29.8 cm),"Rogers Fund, 1945",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53571,,,"Metropolitan Museum of Art, New York, NY",,,
45.174.30,False,False,True,53572,,Asian Art,1945.0,Handscroll,,China,Yuan dynasty (1271–1368) (?),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1271,1368,Handscroll; ink and color on paper,Image: 17 3/4 in. × 15 in. (45.1 × 38.1 cm),"Bequest of George D. Pratt, 1935",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53572,https://www.wikidata.org/wiki/Q78757343,,"Metropolitan Museum of Art, New York, NY",Horses|Men|Women,http://vocab.getty.edu/page/aat/300250148|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q726|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
46.63.2,False,False,True,53573,,Asian Art,1946.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; color on silk,4 5/8 x 14 3/4 in. (11.7 x 37.5 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53573,https://www.wikidata.org/wiki/Q78757283,,"Metropolitan Museum of Art, New York, NY",Animals|Men|Women|Landscapes,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q191163
46.63.1,False,False,True,53574,,Asian Art,1946.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; color on silk,5 x 14 3/4 in. (12.7 x 37.5 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53574,https://www.wikidata.org/wiki/Q78757206,,"Metropolitan Museum of Art, New York, NY",Men|Peacocks,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250082,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q201251
46.63.3,False,False,True,53575,,Asian Art,1946.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; color on silk,5 x 14 5/8 in. (12.7 x 37.1 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53575,https://www.wikidata.org/wiki/Q78757136,,"Metropolitan Museum of Art, New York, NY",Men|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q191163
46.63.4,False,False,True,53576,,Asian Art,1946.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; color on silk,4 7/8 x 14 5/8 in. (12.4 x 37.1 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53576,https://www.wikidata.org/wiki/Q78757074,,"Metropolitan Museum of Art, New York, NY",Animals|Men,http://vocab.getty.edu/page/aat/300249525|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q729|https://www.wikidata.org/wiki/Q8441
46.63.5,False,False,True,53577,,Asian Art,1946.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; color on silk,4 7/8 x 14 1/2 in. (12.4 x 36.8 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53577,https://www.wikidata.org/wiki/Q78757007,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163
46.63.6,False,False,True,53578,,Asian Art,1946.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; color on silk,4 7/8 x 14 5/8 in. (12.4 x 37.1 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53578,https://www.wikidata.org/wiki/Q78756939,,"Metropolitan Museum of Art, New York, NY",Birds|Men|Women|Forests,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300387598,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q4421
46.63.7,False,False,True,53579,,Asian Art,1946.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; color on silk,4 7/8 x 14 1/2 in. (12.4 x 36.8 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53579,https://www.wikidata.org/wiki/Q78756864,,"Metropolitan Museum of Art, New York, NY",Birds|Women|Mythical Creatures|Landscapes,http://vocab.getty.edu/page/aat/300266506|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300375725|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q5113|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q2239243|https://www.wikidata.org/wiki/Q191163
46.63.8,False,False,True,53580,,Asian Art,1946.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; color on silk,4 3/4 x 14 5/8 in. (12.1 x 37.1 cm),"Gift of Mrs. Carlo Foa, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53580,https://www.wikidata.org/wiki/Q78756809,,"Metropolitan Museum of Art, New York, NY",Men|Mountains|Landscapes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
46.96,False,False,False,53581,,Asian Art,1946.0,Hanging scroll,,China,,,,,1227,Artist, ,Shao Shaoyi,"Chinese, died 1954", ,Shao Shaoyi,Chinese,          ,1954      ,,,,20th century,1900,1946,Hanging scroll; opaque color on paper,32 3/4 x 12 3/4 in. (83.2 x 32.4 cm),"Gift of Gerhard Wedekind, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53581,,,"Metropolitan Museum of Art, New York, NY",,,
46.97,False,False,False,53582,,Asian Art,1946.0,Hanging scroll,,China,,,,,1222,Artist, ,Xu Zonghao,"Chinese, 1880–1957", ,Xu Zonghao,Chinese,1880      ,1957      ,,,,ca. 1945,1935,1955,Hanging scroll; ink on paper,38 1/4 x 13 1/8 in. (97.2 x 33.3 cm),"Gift of Xu Zonghao, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53582,,,"Metropolitan Museum of Art, New York, NY",,,
46.120,False,False,False,53583,,Asian Art,1946.0,Painting,,China,,,,,1255,Artist, ,Wu Shiming,"Chinese, born 1871", ,Wu Shiming,Chinese,1871      ,1971      ,,,,1946,1946,1946,Paint on paper,59 x 27 3/4 in. (149.9 x 70.5 cm),"Gift of Dr. Wu Shu-chi, 1946",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53583,,,"Metropolitan Museum of Art, New York, NY",,,
47.18.4,False,False,True,53586,,Asian Art,1947.0,Handscroll,明/清　佚名　趙伯駒(僞款)　漢宮春曉圖　卷|Spring Morning at the Palace of the Han Emperors,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,375021708,Artist|Artist, |Formerly Attributed to,Unidentified artist|Zhao Boju," |Chinese, 11th century","(17th century), fake signature of Zhao Boju (died ca. 1162)| ",Unidentified artist|Zhao Boju, |Chinese,          |1000      ,          |1099      ,|,|,|,17th century,1600,1699,Handscroll; ink and color on silk,Image: 6 3/8 × 34 1/2 in. (16.2 × 87.6 cm),"From the Collection of A. W. Bahr, Purchase, Fletcher Fund, 1947",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53586,https://www.wikidata.org/wiki/Q78756750,,"Metropolitan Museum of Art, New York, NY",Boats|Mountains|Landscapes,http://vocab.getty.edu/page/aat/300178749|http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q35872|https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
49.154.2,False,False,True,53590,,Asian Art,1949.0,Album leaf,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,,1644,1911,Album leaf; ink and color on silk,10 1/8 x 8 13/16 in. (25.7 x 22.4 cm),"Anonymous Gift, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53590,https://www.wikidata.org/wiki/Q78756686,,"Metropolitan Museum of Art, New York, NY",Cats|Men|Women|Chairs|Tables,http://vocab.getty.edu/page/aat/300265960|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300037772|http://vocab.getty.edu/page/aat/300039548,https://www.wikidata.org/wiki/Q146|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q15026|https://www.wikidata.org/wiki/Q14748
52.18.2,False,False,False,53591,,Asian Art,1952.0,Hanging scroll,,China,Ming (1368–1644) or Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, ,"Chinese, 17th century",Unidentified artist, ,          ,          ,,,,late 17th century,1671,1699,Hanging scroll; ink and color on paper,21 3/4 x 15 1/4 in. (55.2 x 38.7 cm),"Rogers Fund, 1952",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53591,,,"Metropolitan Museum of Art, New York, NY",,,
52.209.2,False,False,False,53592,,Asian Art,1952.0,Painting,,China,Ming (1368–1644) or Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, ,"Chinese, 17th century",Unidentified artist, ,          ,          ,,,,17th century,1600,1699,Ink and color on paper,15 1/4 x 14 1/4 in. (38.7 x 36.2 cm),"Anonymous Gift, 1952",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53592,,,"Metropolitan Museum of Art, New York, NY",,,
54.16.2,False,False,False,53593,,Asian Art,1954.0,Hanging scroll,,China,,,,,1171,Artist, ,Qi Baishi,"Chinese, 1864–1957", ,QI BAISHI,Chinese,1864      ,1957      ,,http://vocab.getty.edu/page/ulan/500125676,https://www.wikidata.org/wiki/Q369608,20th century,1900,1954,Hanging scroll; ink and color on paper,39 3/8 x 19 3/4 in. (100 x 50.2 cm),"Rogers Fund, 1954",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53593,,,"Metropolitan Museum of Art, New York, NY",,,
55.15.2,False,False,True,53594,,Asian Art,1955.0,Album,清　詩午閑人　瀟湘八景詩畫　冊|Eight Landscape Scenes and Calligraphy		,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, ,"Chinese, 19th century",Unidentified artist, ,          ,          ,,,,19th century,1800,1899,Album of twenty-two leaves; ink and wash on paper,13 3/4 x 9 5/8 in. (34.9 x 24.4 cm),"Seymour Fund, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53594,https://www.wikidata.org/wiki/Q78756623,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes|Calligraphy,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300266660,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q12681
55.139.2,False,False,False,53595,,Asian Art,1955.0,Painting,,China,Qing dynasty (1644–1911),,,,3750,Artist, ,Unidentified artist, ,"Chinese, 19th century",Unidentified artist, ,          ,          ,,,,ca. 1830,1820,1840,Watercolor on paper,15 x 19 1/8 in. (38.1 x 48.6 cm),"Purchase, Winfield Foundation Gift, 1955",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53595,,,"Metropolitan Museum of Art, New York, NY",,,
58.79.3,False,False,True,53597,,Asian Art,1958.0,Album,,China,,,,,3750,Artist, ,Unidentified artist, , ,Unidentified artist, ,          ,          ,,,,19th century,1800,1899,Album of twelve leaves; color on pith paper,"Image (each): 8 3/4 × 13 1/4 in. (22.2 × 33.7 cm)
Overall (album): 9 3/4 × 14 5/8 × 1/2 in. (24.8 × 37.1 × 1.3 cm)","Gift of Mary E. Cornell, 1958",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53597,https://www.wikidata.org/wiki/Q78756566,,"Metropolitan Museum of Art, New York, NY",Butterflies|Flowers,http://vocab.getty.edu/page/aat/300417320|http://vocab.getty.edu/page/aat/300132399,https://www.wikidata.org/wiki/Q11946202|https://www.wikidata.org/wiki/Q506
69.131.10,False,False,True,53601,,Asian Art,1969.0,Album leaf,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,1198,Artist,Attributed to,Shen Zhou,"Chinese, 1427–1509", ,Shen Zhou,Chinese,1427      ,1509      ,,http://vocab.getty.edu/page/ulan/500121310,https://www.wikidata.org/wiki/Q558863,,1427,1509,Album leaf; ink and color on paper,9 9/16 x 14 3/4 in. (24.3 x 37.5 cm),"Bequest of Walter Carlebach, 1969",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53601,https://www.wikidata.org/wiki/Q78756493,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163
69.131.11,False,False,True,53602,,Asian Art,1969.0,Album leaf,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,1198,Artist,Attributed to,Shen Zhou,"Chinese, 1427–1509", ,Shen Zhou,Chinese,1427      ,1509      ,,http://vocab.getty.edu/page/ulan/500121310,https://www.wikidata.org/wiki/Q558863,,1427,1509,Album leaf; ink and color on paper,9 5/8 x 14 13/16 in. (24.4 x 37.6 cm),"Bequest of Walter Carlebach, 1969",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53602,https://www.wikidata.org/wiki/Q78756444,,"Metropolitan Museum of Art, New York, NY",Bridges|Men|Landscapes,http://vocab.getty.edu/page/aat/300386855|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q12280|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q191163
69.131.12,False,False,True,53603,,Asian Art,1969.0,Album leaf,,China,Ming (1368–1644) or Qing (1644–1911) dynasty,,,,1198,Artist,Attributed to,Shen Zhou,"Chinese, 1427–1509", ,Shen Zhou,Chinese,1427      ,1509      ,,http://vocab.getty.edu/page/ulan/500121310,https://www.wikidata.org/wiki/Q558863,,1427,1509,Album leaf; ink and color on paper,9 5/8 x 14 13/16 in. (24.4 x 37.6 cm),"Bequest of Walter Carlebach, 1969",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/53603,https://www.wikidata.org/wiki/Q78756383,,"Metropolitan Museum of Art, New York, NY",Mountains|Landscapes|Boats,http://vocab.getty.edu/page/aat/300008795|http://vocab.getty.edu/page/aat/300132294|http://vocab.getty.edu/page/aat/300178749,https://www.wikidata.org/wiki/Q8502|https://www.wikidata.org/wiki/Q191163|https://www.wikidata.org/wiki/Q35872
2000.663,False,False,False,58953,,Asian Art,2000.0,Hanging scroll,現代   王季遷  設色山水 軸|Landscape No. 880126,China,,,,,1240,Artist, ,C. C. Wang,1907–2003, ,"Wang, C. C.", ,1907      ,2003      ,,,,dated 1988,1988,1988,Hanging scroll; ink and color on paper,"Image: 37 3/8 x 25 3/8 in. (94.9 x 64.5 cm)
Overall with mounting: 86 1/4 x 32 1/2 in. (219.1 x 82.6 cm)
Overall with knobs: 86 1/4 x 35 1/2 in. (219.1 x 90.2 cm)","Ex coll.: C. C. Wang Family, Gift of Y. K. Wang King and Kenneth King, in honor of Maxwell K. Hearn, 2000",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/58953,,,"Metropolitan Museum of Art, New York, NY",Landscapes,http://vocab.getty.edu/page/aat/300132294,https://www.wikidata.org/wiki/Q191163
